uo;programa;acao;subacao;descricao_medida;descricao_produto;qtde_prevista_orig;qtde_concedida;ind_meta_cumulativa;qtde_executada_ate_per;qtde_exec_orig;qtde_exec_red;qtde_exec_total;eficacia_final;valor_orcado;valor_emp_orig;valor_liquid ;eficiencia_liq_final;sequencia_sub_acao
2302;157;2690;1;Unidade;Consulta realizada;3.500.000;0;S;3.827.136;3.827.136;0;3.827.136;1,093;143.479.000,00;135.422.940,08;99.889.118,74;1,571;1723
2302;202;1371;6;Unidade;Unidades com servi�o dispon�vel;5;0;S;0;0;0;0;0;0;0;0;#DIV/0!;1194
2302;202;1371;6;Unidade;Unidades com servi�o dispon�vel;2;0;S;0;0;0;0;0;0;0;0;#DIV/0!;1195
2302;202;1371;6;Unidade;Unidades com servi�o dispon�vel;2;0;S;0;0;0;0;0;0;0;0;#DIV/0!;1196
2302;202;1371;6;Unidade;Unidades com servi�o dispon�vel;5;0;S;0;0;0;0;0;0;0;0;#DIV/0!;1197
2302;202;1371;6;Unidade;Unidades com servi�o dispon�vel;5;0;S;0;0;0;0;0;0;0;0;#DIV/0!;1198
2302;202;1371;6;Unidade;Unidades com servi�o dispon�vel;6;0;S;0;0;0;0;0;0;0;0;#DIV/0!;1199
2302;202;1371;6;Unidade;Unidades com servi�o dispon�vel;6;0;S;0;0;0;0;0;0;0;0;#DIV/0!;1200
2302;202;1371;6;Unidade;Unidades com servi�o dispon�vel;3;0;S;0;0;0;0;0;0;0;0;#DIV/0!;1201
2302;202;1371;6;Unidade;Unidades com servi�o dispon�vel;6;0;S;0;0;0;0;0;0;0;0;#DIV/0!;1202
2302;202;2690;2;Unidade;Equipe Sa�de Bucal;315;0;N;302;302;0;302;0,959;0;0;0;#DIV/0!;1138
2302;202;2690;6;Unidade;Academias da Cidade em funcionamento;37;0;N;0;0;0;0;0;60.000,00;0;0;#DIV/0!;1140
2302;202;2690;6;Unidade;Academias da Cidade em funcionamento;11;0;N;13;13;0;13;1,182;0;0;0;#DIV/0!;2233
2302;202;2690;6;Unidade;Academias da Cidade em funcionamento;5;0;N;6;6;0;6;1,2;0;0;0;#DIV/0!;2234
2302;202;2690;6;Unidade;Academias da Cidade em funcionamento;6;0;N;7;7;0;7;1,167;0;0;0;#DIV/0!;2235
2302;202;2690;6;Unidade;Academias da Cidade em funcionamento;7;0;N;9;9;0;9;1,286;0;0;0;#DIV/0!;2236
2302;202;2690;6;Unidade;Academias da Cidade em funcionamento;8;0;N;9;9;0;9;1,125;0;0;0;#DIV/0!;2237
2302;202;2690;6;Unidade;Academias da Cidade em funcionamento;9;0;N;9;9;0;9;1;0;0;0;#DIV/0!;2238
2302;202;2690;6;Unidade;Academias da Cidade em funcionamento;5;0;N;8;8;0;8;1,6;0;0;0;#DIV/0!;2239
2302;202;2690;6;Unidade;Academias da Cidade em funcionamento;4;0;N;7;7;0;7;1,75;0;0;0;#DIV/0!;2240
2302;202;2690;6;Unidade;Academias da Cidade em funcionamento;8;0;N;9;9;0;9;1,125;0;0;0;#DIV/0!;2241
2302;202;2690;7;Unidade;Centro de Sa�de com tratamento dispon�vel;166;0;N;152;152;0;152;0,916;0;0;0;#DIV/0!;1141
2302;202;2690;12;Unidade;Encontro realizado;338;0;S;10;10;0;10;0,03;0;0;0;#DIV/0!;1686
2302;202;2895;2;Pessoa;Pessoa beneficiada;67.000;0;S;74.637;74.637;0;74.637;1,114;0;0;0;#DIV/0!;1304
2302;203;2894;1;Unidade;Interna��o realizada;224.000;0;S;217.354;217.354;0;217.354;0,97;992.385.000,00;1.087.844.089,69;877.653.279,39;1,097;1150
2302;203;2894;2;Unidade;Cirurgia realizada;41.500;0;S;29.423;29.423;0;29.423;0,709;25.500.000,00;27.718.677,14;21.209.153,21;0,852;1151
2302;203;2894;6;Unidade;Leito ampliado;351;0;S;351;351;0;351;1;0;0;0;#DIV/0!;1698
2302;203;2894;10;Unidade;Equipe existente;15;0;N;15;15;0;15;1;0;0;0;#DIV/0!;2002
2302;204;1216;1;Unidade;Obra executada;4;0;S;11;11;0;11;2,75;2.629.000,00;3.127.096,13;2.343.949,32;3,084;1308
2302;204;1216;1;Unidade;Obra executada;1;0;S;8;8;0;8;8;3.291.000,00;150.000,00;0;#DIV/0!;1309
2302;204;1216;1;Unidade;Obra executada;1;0;S;4;4;0;4;4;2.366.000,00;491.094,52;0;#DIV/0!;1311
2302;204;1216;1;Unidade;Obra executada;1;0;S;10;10;0;10;10;3.704.000,00;593.129,33;0;#DIV/0!;1313
2302;204;1216;1;Unidade;Obra executada;1;0;S;4;4;0;4;4;4.456.300,00;270.000,00;0;#DIV/0!;1320
2302;204;1216;1;Unidade;Obra executada;3;0;S;5;5;0;5;1,667;10.039.000,00;731.635,46;181.905,04;91,98;1322
2302;204;2334;3;Unidade;Evento realizado;1;0;S;1;1;0;1;1;894.200,00;545.386,34;537.240,00;1,664;2001
2302;204;2334;24;Pessoa;Pessoa capacitada;435;0;S;0;0;0;0;0;946.900,00;0;0;#DIV/0!;1687
2302;204;2662;3;Unidade;Cartilha distribu�da por tipo;6;0;N;6;6;0;6;1;0;0;0;#DIV/0!;1692
2302;204;2895;1;Unidade;Dispensa��o Realizada;3.680.000;0;S;3.904.657;3.904.657;0;3.904.657;1,061;22.906.000,00;28.832.094,31;23.250.685,84;1,045;1297
2302;241;2690;4;Unidade;Consult�rio implantado;11;0;N;4;4;0;4;0,364;0;0;0;#DIV/0!;1272
2302;241;2891;3;Unidade;Equipamento implantado;1;0;S;0;0;0;0;0;0;0;0;#DIV/0!;1275
2302;241;2891;4;Unidade;Equipamento implantado;1;0;S;0;0;0;0;0;0;0;0;#DIV/0!;1694
2302;241;2891;4;Unidade;Equipamento implantado;1;0;S;0;0;0;0;0;0;0;0;#DIV/0!;1893
2302;241;2891;8;Unidade;Programa implantado;1;0;S;1;1;0;1;1;0;0;0;#DIV/0!;1696
2304;241;2873;2;Unidade;Sistema implantado;1;1;S;0;0;0;0;0;10.000,00;0;0;#DIV/0!;2762
2304;241;2873;3;Unidade;Confer�ncia realizada;1;1;S;1;0;1;1;1;5.000,00;0;0;#DIV/0!;2763
2400;12;2366;1;Unidade;Instrumento de controle gerado;170;0;S;374;374;0;748;4,4;1.837.200,00;1.301.939,47;1.271.547,80;6,357;271
2400;12;2366;2;Unidade;Relat�rio emitido;12;0;S;12;12;0;24;2;0;0;0;#DIV/0!;145
2400;12;2366;3;Unidade;Relat�rio emitido;12;0;S;12;12;0;24;2;0;0;0;#DIV/0!;146
2400;12;2366;4;Unidade;A��o realizada;6;0;S;0;0;0;0;0;0;0;0;#DIV/0!;147
2400;12;2367;2;Unidade;Relat�rio emitido;12;4;S;4;8;4;12;1;0;0;0;#DIV/0!;2703
2400;12;2367;3;Unidade;A��o realizada;18;18;S;18;0;18;18;1;0;0;0;#DIV/0!;2704
2400;12;2367;4;Unidade;Relat�rio emitido;12;4;S;4;8;4;12;1;0;0;0;#DIV/0!;2706
2400;12;2367;5;Unidade;Relat�rio emitido;12;12;S;12;0;12;12;1;0;0;0;#DIV/0!;2709
2400;12;2367;6;Unidade;A��o realizada;1;1;S;0;0;0;0;0;0;0;0;#DIV/0!;2710
2400;12;2523;1;Unidade;Relat�rio expedido;130;66;S;46;64;46;110;0,846;10.163.250,00;6.240.036,80;6.240.036,80;1,378;2616
2400;12;2523;3;Unidade;Relat�rio expedido;170;15;S;37;155;37;192;1,129;0;0;0;#DIV/0!;2618
2400;12;2523;4;Unidade;Relat�rio expedido;110;13;S;37;97;37;134;1,218;0;0;0;#DIV/0!;2619
2400;12;2548;2;Unidade;Encontro realizado;12;4;S;0;8;0;8;0,667;0;0;0;#DIV/0!;2629
2400;12;2548;3;Unidade;Relat�rio emitido;12;4;S;4;8;4;12;1;0;0;0;#DIV/0!;2632
2400;12;2548;4;Unidade;Relat�rio emitido;12;4;S;4;8;4;12;1;0;0;0;#DIV/0!;2633
2400;12;2548;5;Unidade;Relat�rio emitido;12;4;S;4;8;4;12;1;0;0;0;#DIV/0!;2647
2400;12;2548;6;Unidade;Relat�rio emitido;12;4;S;4;8;4;12;1;0;0;0;#DIV/0!;2651
2400;12;2548;7;Unidade;Relat�rio emitido;12;4;S;4;8;4;12;1;0;0;0;#DIV/0!;2652
2400;12;2548;8;Unidade;Relat�rio emitido;12;4;S;4;8;4;12;1;0;0;0;#DIV/0!;2653
2400;12;2548;9;Unidade;A��o realizada;12;4;S;4;8;4;12;1;0;0;0;#DIV/0!;2654
2400;12;2548;10;Unidade;Relat�rio emitido;12;4;S;4;8;4;12;1;0;0;0;#DIV/0!;2655
2400;12;2548;11;Unidade;Relat�rio emitido;24;8;S;8;16;8;24;1;0;0;0;#DIV/0!;2656
2400;12;2548;12;Unidade;Relat�rio emitido;24;8;S;8;16;8;24;1;0;0;0;#DIV/0!;2667
2400;12;2548;13;Unidade;Relat�rio emitido;48;16;S;16;32;16;48;1;0;0;0;#DIV/0!;2668
2400;12;2548;14;Unidade;Relat�rio emitido;48;16;S;16;32;16;48;1;0;0;0;#DIV/0!;2669
2400;12;2548;15;Unidade;Relat�rio emitido;48;16;S;16;32;16;48;1;0;0;0;#DIV/0!;2670
2400;12;2548;16;Unidade;Relat�rio emitido;48;16;S;16;32;16;48;1;0;0;0;#DIV/0!;2679
2400;12;2874;1;Unidade;Atividade realizada;12;4;S;4;8;4;12;1;0;0;0;#DIV/0!;2730
2400;12;2874;2;Unidade;Atividade realizada;12;10;S;4;2;4;6;0,5;994.400,00;192.987,83;192.987,83;2,576;2731
2400;12;2874;6;Unidade;Atividade realizada;12;12;S;4;0;4;4;0,333;0;0;0;#DIV/0!;2919
2400;12;2874;7;Unidade;Atividade realizada;12;8;S;4;4;4;8;0,667;0;0;0;#DIV/0!;2758
2400;12;2874;8;Unidade;Atividade realizada;12;10;S;4;2;4;6;0,5;0;0;0;#DIV/0!;2759
2400;12;2874;9;Unidade;Atividade realizada;12;8;S;4;4;4;8;0,667;0;0;0;#DIV/0!;2760
2400;12;2874;10;Unidade;Parecer / relat�rio emitido;12;10;S;4;2;4;6;0,5;0;0;0;#DIV/0!;2761
2401;12;2523;1;Unidade;Relat�rio expedido;130;0;S;64;;;;;10.163.250,00;6.240.036,80;6.240.036,80;;224
2401;12;2523;3;Unidade;Relat�rio expedido;170;0;S;155;;;;;0;0;0;;226
2401;12;2523;4;Unidade;Relat�rio expedido;110;0;S;97;;;;;0;0;0;;2032
2403;12;2548;2;Unidade;Encontro realizado;12;0;S;8;;;;;0;0;0;;49
2403;12;2548;3;Unidade;Relat�rio emitido;12;0;S;8;;;;;0;0;0;;50
2403;12;2548;4;Unidade;Relat�rio emitido;12;0;S;8;;;;;0;0;0;;51
2403;12;2548;5;Unidade;Relat�rio emitido;12;0;S;8;;;;;0;0;0;;53
2403;12;2548;6;Unidade;Relat�rio emitido;12;0;S;8;;;;;0;0;0;;54
2403;12;2548;7;Unidade;Relat�rio emitido;12;0;S;8;;;;;0;0;0;;55
2403;12;2548;8;Unidade;Relat�rio emitido;12;0;S;8;;;;;0;0;0;;56
2403;12;2548;9;Unidade;A��o realizada;12;0;S;8;;;;;0;0;0;;57
2403;12;2548;10;Unidade;Relat�rio emitido;12;0;S;8;;;;;0;0;0;;58
2403;12;2548;11;Unidade;Relat�rio emitido;24;0;S;16;;;;;0;0;0;;59
2403;12;2548;12;Unidade;Relat�rio emitido;24;0;S;16;;;;;0;0;0;;60
2403;12;2548;13;Unidade;Relat�rio emitido;48;0;S;32;;;;;0;0;0;;61
2403;12;2548;14;Unidade;Relat�rio emitido;48;0;S;32;;;;;0;0;0;;62
2403;12;2548;15;Unidade;Relat�rio emitido;48;0;S;32;;;;;0;0;0;;63
2403;12;2548;16;Unidade;Relat�rio emitido;48;0;S;32;;;;;0;0;0;;64
2404;12;2367;2;Unidade;Relat�rio emitido;12;0;S;8;;;;;0;0;0;;270
2404;12;2367;3;Unidade;A��o realizada;18;0;S;0;;;;;0;0;0;;260
2404;12;2367;4;Unidade;Relat�rio emitido;12;0;S;8;;;;;0;0;0;;261
2404;12;2367;5;Unidade;Relat�rio emitido;12;0;S;0;;;;;0;0;0;;1906
2404;12;2367;6;Unidade;A��o realizada;1;0;S;0;;;;;0;0;0;;2391
2405;12;2874;1;Unidade;Atividade realizada;12;0;S;8;;;;;0;0;0;;263
2405;12;2874;2;Unidade;Atividade realizada;12;0;S;2;;;;;994.400,00;192.987,83;192.987,83;;264
2405;12;2874;6;Unidade;Atividade realizada;12;0;S;0;;;;;0;0;0;;1907
2405;12;2874;7;Unidade;Atividade realizada;12;0;S;4;;;;;0;0;0;;1908
2405;12;2874;8;Unidade;Atividade realizada;12;0;S;2;;;;;0;0;0;;1909
2405;12;2874;9;Unidade;Atividade realizada;12;0;S;4;;;;;0;0;0;;1910
2405;12;2874;10;Unidade;Parecer / relat�rio emitido;12;0;S;2;;;;;0;0;0;;1911
2500;69;2514;1;Unidade;Boletim realizado;250;0;S;256;256;0;256;1,024;32.000,00;10.000,00;7.745,63;4,231;154
2500;69;2514;3;Unidade;Relat�rio realizado;4;0;S;4;4;0;4;1;0;0;0;#DIV/0!;152
2500;69;2514;4;Unidade;Diagn�stico e Anteprojeto Realizado;182;0;S;0;0;0;0;0;5.000,00;0;0;#DIV/0!;148
2500;69;2514;5;Unidade;Relat�rio realizado;4;0;S;4;4;0;4;1;0;0;0;#DIV/0!;153
2500;69;2514;8;Percentual de execu��o;Projeto elaborado;80;0;S;0;0;0;0;0;3.000,00;2.250,00;2.250,00;0;220
2500;69;2514;9;Percentual;Material informativo produzido;80;0;S;0;0;0;0;0;1.000,00;0;0;#DIV/0!;221
2500;69;2514;10;Unidade;Semin�rio realizado;1;0;S;0;0;0;0;0;1.000,00;0;0;#DIV/0!;222
2500;69;2514;14;Percentual de execu��o;Invent�rio elaborado;20;0;S;0;0;0;0;0;0;0;0;#DIV/0!;1904
2500;69;2564;2;Unidade;Atividade educativa realizada ;100;0;S;104;104;0;104;1,04;15.218.000,00;14.873.106,84;14.868.917,34;1,064;168
2500;69;2564;3;Unidade;an�lise efetuada;270;0;S;376;376;0;376;1,393;1.100,00;0;0;#DIV/0!;227
2500;69;2564;4;Unidade;Atividade educativa realizada ;500;0;S;73;73;0;73;0,146;225.500,00;0;0;#DIV/0!;208
2500;69;2564;6;Unidade;an�lise efetuada;600;0;S;895;895;0;895;1,492;1.000,00;226;226;6,6;228
2500;69;2564;7;Unidade;Evento realizado;1;0;S;0;0;0;0;0;2.000,00;0;0;#DIV/0!;229
2500;69;2564;8;Unidade;Evento realizado;200;0;S;186;186;0;186;0,93;6.000,00;0;0;#DIV/0!;156
2500;69;2564;10;Unidade;Evento realizado;1;0;S;0;0;0;0;0;10.000,00;0;0;#DIV/0!;158
2500;69;2564;11;Unidade;Edital publicado;1;0;S;0;0;0;0;0;0;0;0;#DIV/0!;223
2500;69;2564;23;Percentual de execu��o;Plano Elaborado;60;0;S;0;0;0;0;0;10.000,00;0;0;#DIV/0!;1905
2500;69;2900;10;Percentual de execu��o;Projeto implantado;15;0;S;15;15;0;15;1;3.000,00;6.698,24;6.698,24;0,448;1954
2500;231;2564;1;Unidade;Cadastro Realizado;180.000;0;S;0;0;0;0;0;8.900,00;0;0;#DIV/0!;143
2500;231;2564;12;Unidade;Reserva particular ecol�gica criada;1;0;S;2;2;0;2;2;0;0;0;#DIV/0!;231
2500;231;2564;15;Unidade;Novo parque implantado;1;0;S;1;1;0;1;1;0;0;0;#DIV/0!;234
2500;231;2564;20;Unidade;�rvore plantada;1.000;0;S;1.598;1.598;0;1.598;1,598;0;0;0;#DIV/0!;1318
2500;231;2564;21;Unidade;Corredor ecol�gico implantado;1;0;S;0;0;0;0;0;0;0;0;#DIV/0!;1319
2500;232;2877;2;Unidade;Feira realizada;144;0;S;18;18;0;18;0,125;0;0;0;#DIV/0!;1827
2500;232;2877;3;Unidade;Unidade M�vel criada;3;0;S;0;0;0;0;0;0;0;0;#DIV/0!;1829
2500;232;2877;4;Unidade;Forum realizado;1;0;S;0;0;0;0;0;0;0;0;#DIV/0!;1828
2500;232;2877;5;Unidade;Santu�rio criado;1;0;S;0;0;0;0;0;5.000,00;0;0;#DIV/0!;1856
2500;243;2514;6;Unidade;Parque implantado;1;0;S;0;0;0;0;0;3.000,00;0;0;#DIV/0!;150
2500;243;2514;7;Kil�metro linear;�rea vistoriada;20;0;S;0;0;0;0;0;2.000,00;0;0;#DIV/0!;149
2500;243;2564;13;Unidade;Empreendimento certificado;45;0;S;0;0;0;0;0;10.000,00;0;0;#DIV/0!;151
2500;243;2564;22;Unidade;Estudo de viabilidade para instala��o de equipamento de reutiliza��o da �gua;1;0;S;0;0;0;0;0;0;0;0;#DIV/0!;1830
2501;73;1219;2;Unidade;Unidade revitalizada;1;0;S;0;;;;;360.000,00;0;0;;1768
2501;73;2580;1;Unidade;Esp�cie mantida;290;0;N;196;;;;;6.299.171,00;2.617.241,16;2.617.241,16;;164
2501;73;2580;2;Unidade;Esp�cie mantida;60;0;N;63;;;;;1.000,00;0;0;;515
2501;73;2580;3;Unidade;Projeto desenvolvido;6;0;N;3;;;;;11.000,00;0;0;;165
2501;73;2580;4;Unidade;Projeto desenvolvido;10;0;N;6;;;;;11.000,00;0;0;;166
2501;73;2580;6;Unidade;Contrato;4;0;N;1;;;;;2.000,00;0;0;;514
2501;73;2580;7;Unidade;Sistema mantido;20;0;N;1;;;;;10.000,00;0;0;;2222
2501;73;2581;1;Unidade;Esp�cie mantida;17.000;0;N;18.330;;;;;2.944.671,00;1.481.258,46;1.481.258,46;;160
2501;73;2581;3;Percentual de execu��o;Acervo documentado;100;0;S;0;;;;;2.000,00;0;0;;163
2501;73;2581;4;Unidade;Contrato efetivado;5;0;S;0;;;;;1.000,00;0;0;;161
2501;73;2794;1;Metro quadrado;�rea conservada;330.000;0;N;330.000;;;;;1.645.033,00;843.018,11;843.018,11;;510
2501;73;2817;3;Unidade;Material produzido;60.000;0;S;37.589;;;;;7.269,00;0;0;;512
2501;73;2817;4;Unidade;Evento realizado;35;0;S;13;;;;;4.000,00;0;0;;513
2501;73;2817;5;Pessoa;P�blico atendido;180.000;0;S;51.452;;;;;12.012,00;0;0;;511
2502;72;2812;1;Unidade;Unidade mantida;4;0;N;4;;;;;897.864,00;235.067,16;235.067,16;;190
2502;72;2812;1;Unidade;Unidade mantida;18;0;N;18;;;;;9.198.370,00;4.630.743,10;4.630.743,10;;191
2502;72;2812;1;Unidade;Unidade mantida;2;0;N;2;;;;;397.266,00;138.060,18;138.060,18;;192
2502;72;2812;1;Unidade;Unidade mantida;15;0;N;15;;;;;2.668.192,00;899.507,76;899.507,76;;193
2502;72;2812;1;Unidade;Unidade mantida;3;0;N;3;;;;;858.047,00;145.606,34;145.606,34;;194
2502;72;2812;1;Unidade;Unidade mantida;5;0;N;5;;;;;2.007.348,00;497.167,44;497.167,44;;195
2502;72;2812;1;Unidade;Unidade mantida;12;0;N;12;;;;;2.525.521,00;1.009.126,88;1.009.126,88;;196
2502;72;2812;1;Unidade;Unidade mantida;13;0;N;13;;;;;3.475.394,00;1.244.625,15;1.244.625,15;;197
2502;72;2812;1;Unidade;Unidade mantida;6;0;N;6;;;;;814.702,00;318.643,67;318.643,67;;198
2502;72;2812;2;Unidade;Projeto elaborado;2;0;S;0;;;;;10.000,00;0;0;;169
2502;72;2812;2;Unidade;Projeto elaborado;3;0;S;0;;;;;430.000,00;0;0;;170
2502;72;2812;3;Unidade;Parque mantido;1;0;N;1;;;;;1.890.000,00;69.445,16;69.445,16;;171
2502;72;2812;4;Percentual de execu��o;Plano elaborado;12;0;S;0;;;;;36.000,00;0;0;;172
2502;72;2812;4;Percentual de execu��o;Plano elaborado;13;0;S;0;;;;;29.200,00;0;0;;173
2502;72;2812;5;Unidade;Plano Elaborado;1;0;S;0;;;;;162.000,00;0;0;;174
2502;72;2812;5;Unidade;Plano Elaborado;1;0;S;0;;;;;106.000,00;0;0;;175
2502;72;2812;6;Unidade;Parque com sinaliza��o implantada;1;0;S;0;;;;;10.000,00;0;0;;176
2502;72;2812;6;Unidade;Parque com sinaliza��o implantada;2;0;S;0;;;;;361.000,00;0;0;;177
2502;72;2812;7;Unidade;Unidade informatizada;1;0;S;0;;;;;22.000,00;0;0;;178
2502;72;2812;7;Unidade;Unidade informatizada;1;0;S;0;;;;;10.000,00;0;0;;179
2502;72;2816;1;Unidade;Unidade mantida;2;0;N;2;;;;;2.511.563,00;1.504.363,55;1.504.363,55;;180
2502;72;2816;1;Unidade;Unidade mantida;1;0;N;1;;;;;1.263.188,00;498.423,17;498.423,17;;181
2502;72;2816;1;Unidade;Unidade mantida;1;0;N;1;;;;;1.514.158,00;722.967,75;722.967,75;;182
2502;72;2816;1;Unidade;Unidade mantida;1;0;N;1;;;;;323.252,00;77.312,52;77.312,52;;183
2502;72;2816;2;Unidade;Necr�pole informatizada;1;0;S;0;;;;;545.600,00;0;0;;184
2502;72;2817;1;Unidade;Atividade / evento realizado;2;0;S;0;;;;;18.000,00;0;0;;188
2502;72;2817;1;Unidade;Atividade / evento realizado;1;0;S;0;;;;;45.456,00;0;0;;1896
2502;72;2817;1;Unidade;Atividade / evento realizado;1;0;S;0;;;;;9.624,00;0;0;;1897
2502;72;2817;1;Unidade;Atividade / evento realizado;1;0;S;0;;;;;48.108,00;0;0;;1898
2502;72;2817;1;Unidade;Atividade / evento realizado;1;0;S;0;;;;;9.624,00;0;0;;1899
2502;72;2817;1;Unidade;Atividade / evento realizado;1;0;S;0;;;;;19.248,00;0;0;;1900
2502;72;2817;1;Unidade;Atividade / evento realizado;1;0;S;0;;;;;20.000,00;0;0;;1901
2502;72;2817;2;Unidade;Material produzido;9;0;S;0;;;;;228.000,00;0;0;;189
2502;231;1349;1;Unidade;Obra executada;30;0;S;0;;;;;96.000,00;0;0;;1458
2502;231;1349;1;Unidade;Obra executada;30;0;S;0;;;;;10.000,00;0;0;;1459
2505;72;2812;1;Unidade;Unidade mantida;4;4;N;4;4;4;4;1;897.864,00;235.067,16;235.067,16;3,82;2754
2505;72;2812;1;Unidade;Unidade mantida;18;18;N;18;18;18;18;1;9.198.370,00;4.630.743,10;4.630.743,10;1,986;2755
2505;72;2812;1;Unidade;Unidade mantida;2;2;N;2;2;2;2;1;397.266,00;138.060,18;138.060,18;2,877;2756
2505;72;2812;1;Unidade;Unidade mantida;15;15;N;15;15;15;15;1;2.668.192,00;899.507,76;899.507,76;2,966;2757
2505;72;2812;1;Unidade;Unidade mantida;3;3;N;3;3;3;3;1;858.047,00;145.606,34;145.606,34;5,893;2764
2505;72;2812;1;Unidade;Unidade mantida;5;5;N;5;5;5;5;1;2.007.348,00;497.167,44;497.167,44;4,038;2765
2505;72;2812;1;Unidade;Unidade mantida;12;12;N;12;12;12;12;1;2.525.521,00;1.009.126,88;1.009.126,88;2,503;2766
2505;72;2812;1;Unidade;Unidade mantida;13;13;N;13;13;13;13;1;3.475.394,00;1.244.625,15;1.244.625,15;2,792;2767
2505;72;2812;1;Unidade;Unidade mantida;6;6;N;6;6;6;6;1;814.702,00;318.643,67;318.643,67;2,557;2768
2505;72;2812;2;Unidade;Projeto elaborado;2;2;S;0;0;0;0;0;10.000,00;0;0;#DIV/0!;2769
2505;72;2812;2;Unidade;Projeto elaborado;3;3;S;0;0;0;0;0;430.000,00;0;0;#DIV/0!;2770
2505;72;2812;3;Unidade;Parque mantido;1;1;N;1;1;1;1;1;1.890.000,00;0;69.445,16;27,216;2771
2505;72;2812;4;Percentual de execu��o;Plano elaborado;12;12;S;0;0;0;0;0;36.000,00;0;0;#DIV/0!;2772
2505;72;2812;4;Percentual de execu��o;Plano elaborado;13;13;S;0;0;0;0;0;29.200,00;0;0;#DIV/0!;2773
2505;72;2812;5;Unidade;Plano Elaborado;1;1;S;0;0;0;0;0;162.000,00;0;0;#DIV/0!;2774
2505;72;2812;5;Unidade;Plano Elaborado;1;1;S;0;0;0;0;0;106.000,00;0;0;#DIV/0!;2775
2505;72;2812;6;Unidade;Parque com sinaliza��o implantada;1;1;S;0;0;0;0;0;10.000,00;0;0;#DIV/0!;2776
2505;72;2812;6;Unidade;Parque com sinaliza��o implantada;2;2;S;0;0;0;0;0;361.000,00;0;0;#DIV/0!;2777
2505;72;2812;7;Unidade;Unidade informatizada;1;1;S;0;0;0;0;0;22.000,00;0;0;#DIV/0!;2778
2505;72;2812;7;Unidade;Unidade informatizada;1;1;S;0;0;0;0;0;10.000,00;0;0;#DIV/0!;2779
2505;72;2816;1;Unidade;Unidade mantida;2;2;N;2;2;2;2;1;2.511.563,00;0;1.504.363,55;1,67;2780
2505;72;2816;1;Unidade;Unidade mantida;1;1;N;1;1;1;1;1;1.263.188,00;0;498.423,17;2,534;2781
2505;72;2816;1;Unidade;Unidade mantida;1;1;N;1;1;1;1;1;1.514.158,00;0;722.967,75;2,094;2782
2505;72;2816;1;Unidade;Unidade mantida;1;1;N;1;1;1;1;1;323.252,00;0;77.312,52;4,181;2783
2505;72;2816;2;Unidade;Necr�pole informatizada;1;1;S;0;0;0;0;0;545.600,00;0;0;#DIV/0!;2784
2505;72;2817;1;Unidade;Atividade / evento realizado;2;2;S;0;0;0;0;0;18.000,00;0;0;#DIV/0!;2785
2505;72;2817;1;Unidade;Atividade / evento realizado;1;1;S;0;0;0;0;0;45.456,00;0;0;#DIV/0!;2786
2505;72;2817;1;Unidade;Atividade / evento realizado;1;1;S;0;0;0;0;0;9.624,00;0;0;#DIV/0!;2789
2505;72;2817;1;Unidade;Atividade / evento realizado;1;1;S;0;0;0;0;0;48.108,00;0;0;#DIV/0!;2790
2505;72;2817;1;Unidade;Atividade / evento realizado;1;1;S;0;0;0;0;0;9.624,00;0;0;#DIV/0!;2791
2505;72;2817;1;Unidade;Atividade / evento realizado;1;1;S;0;0;0;0;0;19.248,00;0;0;#DIV/0!;2792
2505;72;2817;1;Unidade;Atividade / evento realizado;1;1;S;0;0;0;0;0;20.000,00;0;0;#DIV/0!;2793
2505;72;2817;1;Unidade;Atividade / evento realizado;1;0;S;0;0;0;0;0;10.000,00;0;0;#DIV/0!;1902
2505;72;2817;1;Unidade;Atividade / evento realizado;1;0;S;0;0;0;0;0;1.377,00;0;0;#DIV/0!;1903
2505;72;2817;2;Unidade;Material produzido;9;9;S;0;0;0;0;0;228.000,00;0;0;#DIV/0!;2794
2505;73;1219;2;Unidade;Unidade revitalizada;1;1;S;0;0;0;0;0;360.000,00;0;0;#DIV/0!;2738
2505;73;2580;1;Unidade;Esp�cie mantida;290;290;N;196;196;196;196;0,676;6.299.171,00;0;2.617.241,16;1,627;2739
2505;73;2580;2;Unidade;Esp�cie mantida;60;60;N;63;63;63;63;1,05;1.000,00;0;0;#DIV/0!;2740
2505;73;2580;3;Unidade;Projeto desenvolvido;6;6;N;3;3;3;3;0,5;11.000,00;0;0;#DIV/0!;2741
2505;73;2580;4;Unidade;Projeto desenvolvido;10;10;N;6;6;6;6;0,6;11.000,00;0;0;#DIV/0!;2742
2505;73;2580;6;Unidade;Contrato;4;4;N;1;1;1;1;0,25;2.000,00;0;0;#DIV/0!;2743
2505;73;2580;7;Unidade;Sistema mantido;20;20;N;1;1;1;1;0,05;10.000,00;0;0;#DIV/0!;2744
2505;73;2581;1;Unidade;Esp�cie mantida;17.000;17.000;N;18.330;18.330;0;18.330;1,078;2.944.671,00;0;1.481.258,46;2,143;2745
2505;73;2581;2;Unidade;Projeto realizado;5;0;S;5;5;0;5;1;102.000,00;0;0;#DIV/0!;162
2505;73;2581;3;Percentual de execu��o;Acervo documentado;100;100;S;0;0;0;0;0;2.000,00;0;0;#DIV/0!;2747
2505;73;2581;4;Unidade;Contrato efetivado;5;5;S;0;0;0;0;0;1.000,00;0;0;#DIV/0!;2748
